from,to,type
candidate_50,company_1,WORKED_AT
candidate_50,skill_java,HAS_SKILL
candidate_50,skill_salesforce,HAS_SKILL
candidate_50,skill_sql,HAS_SKILL
candidate_50,trait_empathetic,HAS_TRAIT
candidate_50,trait_organized,HAS_TRAIT
candidate_50,task_conduct_interview,ASSIGNED_TASK
candidate_50,feedback_50,HAS_FEEDBACK
candidate_50,placement_50,PLACED_IN
candidate_51,email_51,HAS_EMAIL
candidate_51,company_1,WORKED_AT
candidate_51,skill_salesforce,HAS_SKILL
candidate_51,skill_java,HAS_SKILL
candidate_51,skill_nursing,HAS_SKILL
candidate_51,trait_creative,HAS_TRAIT
candidate_51,trait_detail-oriented,HAS_TRAIT
candidate_51,task_conduct_interview,ASSIGNED_TASK
candidate_51,feedback_51,HAS_FEEDBACK
candidate_51,placement_51,PLACED_IN
candidate_52,email_52,HAS_EMAIL
candidate_52,company_14,WORKED_AT
candidate_52,skill_sql,HAS_SKILL
candidate_52,skill_machine learning,HAS_SKILL
candidate_52,skill_emr,HAS_SKILL
candidate_52,trait_organized,HAS_TRAIT
candidate_52,trait_empathetic,HAS_TRAIT
candidate_52,task_prepare_report,ASSIGNED_TASK
candidate_52,feedback_52,HAS_FEEDBACK
candidate_52,placement_52,PLACED_IN
candidate_53,email_53,HAS_EMAIL
candidate_53,company_0,WORKED_AT
candidate_53,skill_react,HAS_SKILL
candidate_53,skill_aws,HAS_SKILL
candidate_53,skill_excel,HAS_SKILL
candidate_53,trait_analytical,HAS_TRAIT
candidate_53,trait_team_player,HAS_TRAIT
candidate_53,task_write_code,ASSIGNED_TASK
candidate_53,feedback_53,HAS_FEEDBACK
candidate_53,placement_53,PLACED_IN
candidate_54,email_54,HAS_EMAIL
candidate_54,company_2,WORKED_AT
candidate_54,skill_java,HAS_SKILL
candidate_54,skill_sql,HAS_SKILL
candidate_54,skill_react,HAS_SKILL
candidate_54,trait_team_player,HAS_TRAIT
candidate_54,trait_organized,HAS_TRAIT
candidate_54,task_data_entry,ASSIGNED_TASK
candidate_54,feedback_54,HAS_FEEDBACK
candidate_54,placement_54,PLACED_IN
candidate_55,email_55,HAS_EMAIL
candidate_55,company_17,WORKED_AT
candidate_55,skill_react,HAS_SKILL
candidate_55,skill_excel,HAS_SKILL
candidate_55,skill_aws,HAS_SKILL
candidate_55,trait_analytical,HAS_TRAIT
candidate_55,trait_creative,HAS_TRAIT
candidate_55,task_conduct_interview,ASSIGNED_TASK
candidate_55,feedback_55,HAS_FEEDBACK
candidate_55,placement_55,PLACED_IN
candidate_56,email_56,HAS_EMAIL
candidate_56,company_19,WORKED_AT
candidate_56,skill_react,HAS_SKILL
candidate_56,skill_aws,HAS_SKILL
candidate_56,skill_emr,HAS_SKILL
candidate_56,trait_creative,HAS_TRAIT
candidate_56,trait_detail-oriented,HAS_TRAIT
candidate_56,task_prepare_report,ASSIGNED_TASK
candidate_56,feedback_56,HAS_FEEDBACK
candidate_56,placement_56,PLACED_IN
candidate_57,email_57,HAS_EMAIL
candidate_57,company_9,WORKED_AT
candidate_57,skill_java,HAS_SKILL
candidate_57,skill_excel,HAS_SKILL
candidate_57,skill_salesforce,HAS_SKILL
candidate_57,trait_leader,HAS_TRAIT
candidate_57,trait_analytical,HAS_TRAIT
candidate_57,task_diagnose_patient,ASSIGNED_TASK
candidate_57,feedback_57,HAS_FEEDBACK
candidate_57,placement_57,PLACED_IN
candidate_58,email_58,HAS_EMAIL
candidate_58,company_19,WORKED_AT
candidate_58,skill_emr,HAS_SKILL
candidate_58,skill_sql,HAS_SKILL
candidate_58,skill_excel,HAS_SKILL
candidate_58,trait_creative,HAS_TRAIT
candidate_58,trait_organized,HAS_TRAIT
candidate_58,task_write_code,ASSIGNED_TASK
candidate_58,feedback_58,HAS_FEEDBACK
candidate_58,placement_58,PLACED_IN
candidate_59,email_59,HAS_EMAIL
candidate_59,company_11,WORKED_AT
candidate_59,skill_excel,HAS_SKILL
candidate_59,skill_nursing,HAS_SKILL
candidate_59,skill_react,HAS_SKILL
candidate_59,trait_creative,HAS_TRAIT
candidate_59,trait_leader,HAS_TRAIT
candidate_59,task_data_entry,ASSIGNED_TASK
candidate_59,feedback_59,HAS_FEEDBACK
candidate_59,placement_59,PLACED_IN
candidate_60,email_60,HAS_EMAIL
candidate_60,company_0,WORKED_AT
candidate_60,skill_react,HAS_SKILL
candidate_60,skill_python,HAS_SKILL
candidate_60,skill_salesforce,HAS_SKILL
candidate_60,trait_organized,HAS_TRAIT
candidate_60,trait_team_player,HAS_TRAIT
candidate_60,task_prepare_report,ASSIGNED_TASK
candidate_60,feedback_60,HAS_FEEDBACK
candidate_60,placement_60,PLACED_IN
candidate_61,email_61,HAS_EMAIL
candidate_61,company_4,WORKED_AT
candidate_61,skill_machine learning,HAS_SKILL
candidate_61,skill_java,HAS_SKILL
candidate_61,skill_react,HAS_SKILL
candidate_61,trait_detail-oriented,HAS_TRAIT
candidate_61,trait_organized,HAS_TRAIT
candidate_61,task_prepare_report,ASSIGNED_TASK
candidate_61,feedback_61,HAS_FEEDBACK
candidate_61,placement_61,PLACED_IN
candidate_62,email_62,HAS_EMAIL
candidate_62,company_11,WORKED_AT
candidate_62,skill_salesforce,HAS_SKILL
candidate_62,skill_react,HAS_SKILL
candidate_62,skill_excel,HAS_SKILL
candidate_62,trait_detail-oriented,HAS_TRAIT
candidate_62,trait_leader,HAS_TRAIT
candidate_62,task_prepare_report,ASSIGNED_TASK
candidate_62,feedback_62,HAS_FEEDBACK
candidate_62,placement_62,PLACED_IN
candidate_63,email_63,HAS_EMAIL
candidate_63,company_3,WORKED_AT
candidate_63,skill_emr,HAS_SKILL
candidate_63,skill_java,HAS_SKILL
candidate_63,skill_aws,HAS_SKILL
candidate_63,trait_analytical,HAS_TRAIT
candidate_63,trait_creative,HAS_TRAIT
candidate_63,task_lead_project,ASSIGNED_TASK
candidate_63,feedback_63,HAS_FEEDBACK
candidate_63,placement_63,PLACED_IN
candidate_64,email_64,HAS_EMAIL
candidate_64,company_7,WORKED_AT
candidate_64,skill_python,HAS_SKILL
candidate_64,skill_java,HAS_SKILL
candidate_64,skill_emr,HAS_SKILL
candidate_64,trait_leader,HAS_TRAIT
candidate_64,trait_detail-oriented,HAS_TRAIT
candidate_64,task_diagnose_patient,ASSIGNED_TASK
candidate_64,feedback_64,HAS_FEEDBACK
candidate_64,placement_64,PLACED_IN
candidate_65,email_65,HAS_EMAIL
candidate_65,company_5,WORKED_AT
candidate_65,skill_salesforce,HAS_SKILL
candidate_65,skill_excel,HAS_SKILL
candidate_65,skill_python,HAS_SKILL
candidate_65,trait_empathetic,HAS_TRAIT
candidate_65,trait_team_player,HAS_TRAIT
candidate_65,task_conduct_interview,ASSIGNED_TASK
candidate_65,feedback_65,HAS_FEEDBACK
candidate_65,placement_65,PLACED_IN
candidate_66,email_66,HAS_EMAIL
candidate_66,company_4,WORKED_AT
candidate_66,skill_java,HAS_SKILL
candidate_66,skill_salesforce,HAS_SKILL
candidate_66,skill_react,HAS_SKILL
candidate_66,trait_empathetic,HAS_TRAIT
candidate_66,trait_team_player,HAS_TRAIT
candidate_66,task_diagnose_patient,ASSIGNED_TASK
candidate_66,feedback_66,HAS_FEEDBACK
candidate_66,placement_66,PLACED_IN
candidate_67,email_67,HAS_EMAIL
candidate_67,company_0,WORKED_AT
candidate_67,skill_java,HAS_SKILL
candidate_67,skill_excel,HAS_SKILL
candidate_67,skill_react,HAS_SKILL
candidate_67,trait_leader,HAS_TRAIT
candidate_67,trait_detail-oriented,HAS_TRAIT
candidate_67,task_lead_project,ASSIGNED_TASK
candidate_67,feedback_67,HAS_FEEDBACK
candidate_67,placement_67,PLACED_IN
candidate_68,email_68,HAS_EMAIL
candidate_68,company_6,WORKED_AT
candidate_68,skill_react,HAS_SKILL
candidate_68,skill_machine learning,HAS_SKILL
candidate_68,skill_aws,HAS_SKILL
candidate_68,trait_detail-oriented,HAS_TRAIT
candidate_68,trait_creative,HAS_TRAIT
candidate_68,task_conduct_interview,ASSIGNED_TASK
candidate_68,feedback_68,HAS_FEEDBACK
candidate_68,placement_68,PLACED_IN
candidate_69,email_69,HAS_EMAIL
candidate_69,company_6,WORKED_AT
candidate_69,skill_excel,HAS_SKILL
candidate_69,skill_sql,HAS_SKILL
candidate_69,skill_nursing,HAS_SKILL
candidate_69,trait_detail-oriented,HAS_TRAIT
candidate_69,trait_empathetic,HAS_TRAIT
candidate_69,task_write_code,ASSIGNED_TASK
candidate_69,feedback_69,HAS_FEEDBACK
candidate_69,placement_69,PLACED_IN
candidate_70,email_70,HAS_EMAIL
candidate_70,company_1,WORKED_AT
candidate_70,skill_emr,HAS_SKILL
candidate_70,skill_sql,HAS_SKILL
candidate_70,skill_java,HAS_SKILL
candidate_70,trait_empathetic,HAS_TRAIT
candidate_70,trait_leader,HAS_TRAIT
candidate_70,task_conduct_interview,ASSIGNED_TASK
candidate_70,feedback_70,HAS_FEEDBACK
candidate_70,placement_70,PLACED_IN
candidate_71,email_71,HAS_EMAIL
candidate_71,company_13,WORKED_AT
candidate_71,skill_emr,HAS_SKILL
candidate_71,skill_aws,HAS_SKILL
candidate_71,skill_java,HAS_SKILL
candidate_71,trait_organized,HAS_TRAIT
candidate_71,trait_team_player,HAS_TRAIT
candidate_71,task_write_code,ASSIGNED_TASK
candidate_71,feedback_71,HAS_FEEDBACK
candidate_71,placement_71,PLACED_IN
candidate_72,email_72,HAS_EMAIL
candidate_72,company_17,WORKED_AT
candidate_72,skill_react,HAS_SKILL
candidate_72,skill_python,HAS_SKILL
candidate_72,skill_sql,HAS_SKILL
candidate_72,trait_creative,HAS_TRAIT
candidate_72,trait_detail-oriented,HAS_TRAIT
candidate_72,task_conduct_interview,ASSIGNED_TASK
candidate_72,feedback_72,HAS_FEEDBACK
candidate_72,placement_72,PLACED_IN
candidate_73,email_73,HAS_EMAIL
candidate_73,company_1,WORKED_AT
candidate_73,skill_excel,HAS_SKILL
candidate_73,skill_nursing,HAS_SKILL
candidate_73,skill_machine learning,HAS_SKILL
candidate_73,trait_analytical,HAS_TRAIT
candidate_73,trait_creative,HAS_TRAIT
candidate_73,task_conduct_interview,ASSIGNED_TASK
candidate_73,feedback_73,HAS_FEEDBACK
candidate_73,placement_73,PLACED_IN
candidate_74,email_74,HAS_EMAIL
candidate_74,company_3,WORKED_AT
candidate_74,skill_java,HAS_SKILL
candidate_74,skill_python,HAS_SKILL
candidate_74,skill_sql,HAS_SKILL
candidate_74,trait_team_player,HAS_TRAIT
candidate_74,trait_creative,HAS_TRAIT
candidate_74,task_lead_project,ASSIGNED_TASK
candidate_74,feedback_74,HAS_FEEDBACK
candidate_74,placement_74,PLACED_IN
candidate_75,email_75,HAS_EMAIL
candidate_75,company_18,WORKED_AT
candidate_75,skill_react,HAS_SKILL
candidate_75,skill_aws,HAS_SKILL
candidate_75,skill_excel,HAS_SKILL
candidate_75,trait_creative,HAS_TRAIT
candidate_75,trait_analytical,HAS_TRAIT
candidate_75,task_prepare_report,ASSIGNED_TASK
candidate_75,feedback_75,HAS_FEEDBACK
candidate_75,placement_75,PLACED_IN
candidate_76,email_76,HAS_EMAIL
candidate_76,company_17,WORKED_AT
candidate_76,skill_emr,HAS_SKILL
candidate_76,skill_machine learning,HAS_SKILL
candidate_76,skill_java,HAS_SKILL
candidate_76,trait_organized,HAS_TRAIT
candidate_76,trait_detail-oriented,HAS_TRAIT
candidate_76,task_data_entry,ASSIGNED_TASK
candidate_76,feedback_76,HAS_FEEDBACK
candidate_76,placement_76,PLACED_IN
candidate_77,email_77,HAS_EMAIL
candidate_77,company_4,WORKED_AT
candidate_77,skill_emr,HAS_SKILL
candidate_77,skill_java,HAS_SKILL
candidate_77,skill_nursing,HAS_SKILL
candidate_77,trait_creative,HAS_TRAIT
candidate_77,trait_team_player,HAS_TRAIT
candidate_77,task_lead_project,ASSIGNED_TASK
candidate_77,feedback_77,HAS_FEEDBACK
candidate_77,placement_77,PLACED_IN
candidate_78,email_78,HAS_EMAIL
candidate_78,company_0,WORKED_AT
candidate_78,skill_aws,HAS_SKILL
candidate_78,skill_react,HAS_SKILL
candidate_78,skill_nursing,HAS_SKILL
candidate_78,trait_analytical,HAS_TRAIT
candidate_78,trait_creative,HAS_TRAIT
candidate_78,task_lead_project,ASSIGNED_TASK
candidate_78,feedback_78,HAS_FEEDBACK
candidate_78,placement_78,PLACED_IN
candidate_79,email_79,HAS_EMAIL
candidate_79,company_18,WORKED_AT
candidate_79,skill_machine learning,HAS_SKILL
candidate_79,skill_aws,HAS_SKILL
candidate_79,skill_sql,HAS_SKILL
candidate_79,trait_team_player,HAS_TRAIT
candidate_79,trait_detail-oriented,HAS_TRAIT
candidate_79,task_prepare_report,ASSIGNED_TASK
candidate_79,feedback_79,HAS_FEEDBACK
candidate_79,placement_79,PLACED_IN
candidate_80,email_80,HAS_EMAIL
candidate_80,company_3,WORKED_AT
candidate_80,skill_nursing,HAS_SKILL
candidate_80,skill_aws,HAS_SKILL
candidate_80,skill_excel,HAS_SKILL
candidate_80,trait_creative,HAS_TRAIT
candidate_80,trait_team_player,HAS_TRAIT
candidate_80,task_write_code,ASSIGNED_TASK
candidate_80,feedback_80,HAS_FEEDBACK
candidate_80,placement_80,PLACED_IN
candidate_81,email_81,HAS_EMAIL
candidate_81,company_7,WORKED_AT
candidate_81,skill_machine learning,HAS_SKILL
candidate_81,skill_excel,HAS_SKILL
candidate_81,skill_salesforce,HAS_SKILL
candidate_81,trait_leader,HAS_TRAIT
candidate_81,trait_creative,HAS_TRAIT
candidate_81,task_lead_project,ASSIGNED_TASK
candidate_81,feedback_81,HAS_FEEDBACK
candidate_81,placement_81,PLACED_IN
candidate_82,email_82,HAS_EMAIL
candidate_82,company_16,WORKED_AT
candidate_82,skill_sql,HAS_SKILL
candidate_82,skill_emr,HAS_SKILL
candidate_82,skill_nursing,HAS_SKILL
candidate_82,trait_analytical,HAS_TRAIT
candidate_82,trait_organized,HAS_TRAIT
candidate_82,task_data_entry,ASSIGNED_TASK
candidate_82,feedback_82,HAS_FEEDBACK
candidate_82,placement_82,PLACED_IN
candidate_83,email_83,HAS_EMAIL
candidate_83,company_8,WORKED_AT
candidate_83,skill_aws,HAS_SKILL
candidate_83,skill_nursing,HAS_SKILL
candidate_83,skill_salesforce,HAS_SKILL
candidate_83,trait_team_player,HAS_TRAIT
candidate_83,trait_detail-oriented,HAS_TRAIT
candidate_83,task_lead_project,ASSIGNED_TASK
candidate_83,feedback_83,HAS_FEEDBACK
candidate_83,placement_83,PLACED_IN
candidate_84,email_84,HAS_EMAIL
candidate_84,company_16,WORKED_AT
candidate_84,skill_salesforce,HAS_SKILL
candidate_84,skill_aws,HAS_SKILL
candidate_84,skill_python,HAS_SKILL
candidate_84,trait_team_player,HAS_TRAIT
candidate_84,trait_organized,HAS_TRAIT
candidate_84,task_lead_project,ASSIGNED_TASK
candidate_84,feedback_84,HAS_FEEDBACK
candidate_84,placement_84,PLACED_IN
candidate_85,email_85,HAS_EMAIL
candidate_85,company_12,WORKED_AT
candidate_85,skill_salesforce,HAS_SKILL
candidate_85,skill_emr,HAS_SKILL
candidate_85,skill_sql,HAS_SKILL
candidate_85,trait_leader,HAS_TRAIT
candidate_85,trait_creative,HAS_TRAIT
candidate_85,task_conduct_interview,ASSIGNED_TASK
candidate_85,feedback_85,HAS_FEEDBACK
candidate_85,placement_85,PLACED_IN
candidate_86,email_86,HAS_EMAIL
candidate_86,company_0,WORKED_AT
candidate_86,skill_nursing,HAS_SKILL
candidate_86,skill_salesforce,HAS_SKILL
candidate_86,skill_react,HAS_SKILL
candidate_86,trait_analytical,HAS_TRAIT
candidate_86,trait_creative,HAS_TRAIT
candidate_86,task_data_entry,ASSIGNED_TASK
candidate_86,feedback_86,HAS_FEEDBACK
candidate_86,placement_86,PLACED_IN
candidate_87,email_87,HAS_EMAIL
candidate_87,company_2,WORKED_AT
candidate_87,skill_excel,HAS_SKILL
candidate_87,skill_nursing,HAS_SKILL
candidate_87,skill_machine learning,HAS_SKILL
candidate_87,trait_analytical,HAS_TRAIT
candidate_87,trait_detail-oriented,HAS_TRAIT
candidate_87,task_lead_project,ASSIGNED_TASK
candidate_87,feedback_87,HAS_FEEDBACK
candidate_87,placement_87,PLACED_IN
candidate_88,email_88,HAS_EMAIL
candidate_88,company_2,WORKED_AT
candidate_88,skill_aws,HAS_SKILL
candidate_88,skill_nursing,HAS_SKILL
candidate_88,skill_emr,HAS_SKILL
candidate_88,trait_detail-oriented,HAS_TRAIT
candidate_88,trait_organized,HAS_TRAIT
candidate_88,task_write_code,ASSIGNED_TASK
candidate_88,feedback_88,HAS_FEEDBACK
candidate_88,placement_88,PLACED_IN
candidate_89,email_89,HAS_EMAIL
candidate_89,company_10,WORKED_AT
candidate_89,skill_sql,HAS_SKILL
candidate_89,skill_emr,HAS_SKILL
candidate_89,skill_nursing,HAS_SKILL
candidate_89,trait_creative,HAS_TRAIT
candidate_89,trait_leader,HAS_TRAIT
candidate_89,task_lead_project,ASSIGNED_TASK
candidate_89,feedback_89,HAS_FEEDBACK
candidate_89,placement_89,PLACED_IN
candidate_90,email_90,HAS_EMAIL
candidate_90,company_7,WORKED_AT
candidate_90,skill_python,HAS_SKILL
candidate_90,skill_salesforce,HAS_SKILL
candidate_90,skill_emr,HAS_SKILL
candidate_90,trait_creative,HAS_TRAIT
candidate_90,trait_empathetic,HAS_TRAIT
candidate_90,task_conduct_interview,ASSIGNED_TASK
candidate_90,feedback_90,HAS_FEEDBACK
candidate_90,placement_90,PLACED_IN
candidate_91,email_91,HAS_EMAIL
candidate_91,company_0,WORKED_AT
candidate_91,skill_aws,HAS_SKILL
candidate_91,skill_salesforce,HAS_SKILL
candidate_91,skill_react,HAS_SKILL
candidate_91,trait_analytical,HAS_TRAIT
candidate_91,trait_leader,HAS_TRAIT
candidate_91,task_prepare_report,ASSIGNED_TASK
candidate_91,feedback_91,HAS_FEEDBACK
candidate_91,placement_91,PLACED_IN
candidate_92,email_92,HAS_EMAIL
candidate_92,company_6,WORKED_AT
candidate_92,skill_python,HAS_SKILL
candidate_92,skill_java,HAS_SKILL
candidate_92,skill_salesforce,HAS_SKILL
candidate_92,trait_leader,HAS_TRAIT
candidate_92,trait_detail-oriented,HAS_TRAIT
candidate_92,task_data_entry,ASSIGNED_TASK
candidate_92,feedback_92,HAS_FEEDBACK
candidate_92,placement_92,PLACED_IN
candidate_93,email_93,HAS_EMAIL
candidate_93,company_13,WORKED_AT
candidate_93,skill_excel,HAS_SKILL
candidate_93,skill_nursing,HAS_SKILL
candidate_93,skill_java,HAS_SKILL
candidate_93,trait_organized,HAS_TRAIT
candidate_93,trait_team_player,HAS_TRAIT
candidate_93,task_conduct_interview,ASSIGNED_TASK
candidate_93,feedback_93,HAS_FEEDBACK
candidate_93,placement_93,PLACED_IN
candidate_94,email_94,HAS_EMAIL
candidate_94,company_10,WORKED_AT
candidate_94,skill_excel,HAS_SKILL
candidate_94,skill_nursing,HAS_SKILL
candidate_94,skill_java,HAS_SKILL
candidate_94,trait_empathetic,HAS_TRAIT
candidate_94,trait_detail-oriented,HAS_TRAIT
candidate_94,task_prepare_report,ASSIGNED_TASK
candidate_94,feedback_94,HAS_FEEDBACK
candidate_94,placement_94,PLACED_IN
candidate_95,email_95,HAS_EMAIL
candidate_95,company_3,WORKED_AT
candidate_95,skill_sql,HAS_SKILL
candidate_95,skill_react,HAS_SKILL
candidate_95,skill_java,HAS_SKILL
candidate_95,trait_creative,HAS_TRAIT
candidate_95,trait_detail-oriented,HAS_TRAIT
candidate_95,task_prepare_report,ASSIGNED_TASK
candidate_95,feedback_95,HAS_FEEDBACK
candidate_95,placement_95,PLACED_IN
candidate_96,email_96,HAS_EMAIL
candidate_96,company_2,WORKED_AT
candidate_96,skill_java,HAS_SKILL
candidate_96,skill_excel,HAS_SKILL
candidate_96,skill_nursing,HAS_SKILL
candidate_96,trait_creative,HAS_TRAIT
candidate_96,trait_empathetic,HAS_TRAIT
candidate_96,task_diagnose_patient,ASSIGNED_TASK
candidate_96,feedback_96,HAS_FEEDBACK
candidate_96,placement_96,PLACED_IN
candidate_97,email_97,HAS_EMAIL
candidate_97,company_1,WORKED_AT
candidate_97,skill_java,HAS_SKILL
candidate_97,skill_react,HAS_SKILL
candidate_97,skill_excel,HAS_SKILL
candidate_97,trait_empathetic,HAS_TRAIT
candidate_97,trait_creative,HAS_TRAIT
candidate_97,task_prepare_report,ASSIGNED_TASK
candidate_97,feedback_97,HAS_FEEDBACK
candidate_97,placement_97,PLACED_IN
candidate_98,email_98,HAS_EMAIL
candidate_98,company_2,WORKED_AT
candidate_98,skill_aws,HAS_SKILL
candidate_98,skill_salesforce,HAS_SKILL
candidate_98,skill_java,HAS_SKILL
candidate_98,trait_detail-oriented,HAS_TRAIT
candidate_98,trait_empathetic,HAS_TRAIT
candidate_98,task_diagnose_patient,ASSIGNED_TASK
candidate_98,feedback_98,HAS_FEEDBACK
candidate_98,placement_98,PLACED_IN
candidate_99,email_99,HAS_EMAIL
candidate_99,company_1,WORKED_AT
candidate_99,skill_sql,HAS_SKILL
candidate_99,skill_react,HAS_SKILL
candidate_99,skill_aws,HAS_SKILL
candidate_99,trait_creative,HAS_TRAIT
candidate_99,trait_analytical,HAS_TRAIT
candidate_99,task_conduct_interview,ASSIGNED_TASK
candidate_99,feedback_99,HAS_FEEDBACK
candidate_99,placement_99,PLACED_IN
